winner,loser
cornbread,pizza_margherita
risotto,banh_mi
general_tso,tabbouleh
samosa,quiche
dal,brownie
crepe,taco
papaya_salad,caprese
fresh_spring_roll,taco
beef_bourguignon,ca_phe_sua_da
quesadilla,bruschetta
tiramisu,tabbouleh
tempura,baba_ganoush
coq_au_vin,yakitori
peking_duck,churro
scallion_pancake,lo_mein
chana_masala,bibimbap
biryani,thai_iced_tea
thai_iced_tea,chicken_sandwich
croissant,hamburger
brisket,thai_iced_tea
guacamole,yakitori
brisket,patatas_bravas
fresh_spring_roll,ravioli
grilled_cheese,pita
lobster_roll,patatas_bravas
biryani,steak
massaman_curry,chow_mein
hummus,steak
panna_cotta,tempura
croissant,dal
tabbouleh,chicken_salad
gazpacho,miso_soup
fried_rice,pad_thai
scallion_pancake,char_siu
gelato,brisket
coq_au_vin,hot_and_sour_soup
risotto,falafel
tamale,ice_cream
churro,korean_fried_chicken
coq_au_vin,char_siu
edamame,falafel
churros_spanish,fajita
kimbap,sushi
larb,tom_yum
dolma,bruschetta
japchae,palak_paneer
baklava,guacamole
coq_au_vin,bun_cha
hamburger,chow_mein
peking_duck,ribs
dumplings,pulled_pork
paella,samgyeopsal
butter_chicken,tikka_masala
waffle,chicken_salad
falafel,green_curry
mapo_tofu,general_tso
tom_kha,char_siu
croissant,sashimi
ceviche,onigiri
gelato,club_sandwich
churro,churros_spanish
pho,caesar_salad
com_tam,ravioli
xiao_long_bao,lo_mein
vindaloo,dumplings
pad_see_ew,dolma
dan_dan_noodles,buffalo_wings
patatas_bravas,naan
dumplings,waffle
bun_bo_hue,raita
quesadilla,baba_ganoush
biryani,dolma
dan_dan_noodles,chow_fun
green_curry,naan
onigiri,udon
kebab,dosa
tiramisu,vindaloo
tempura,tandoori_chicken
chana_masala,congee
escargot,souffle
pancake,baba_ganoush
gelato,papaya_salad
french_onion_soup,taco
risotto,burrito
french_onion_soup,brisket
chow_mein,pizza_margherita
lasagna,wonton_soup
moussaka,clam_chowder
baklava,pozole
sashimi,udon
bulgogi,orange_chicken
croissant,banh_mi
paella,cheesecake
tamale,mac_and_cheese
chile_relleno,creme_brulee
grilled_cheese,quiche
fried_chicken,chicken_salad
escargot,tom_yum
coq_au_vin,korma
xiao_long_bao,gyro
osso_buco,pita
churro,yakitori
gyro,waffle
dan_dan_noodles,char_siu
pho,okonomiyaki
paella,kimbap
caprese,kimchi_jjigae
japchae,souffle
ravioli,kimchi
bibimbap,yakitori
pasta_bolognese,patatas_bravas
kimbap,bulgogi
pasta_bolognese,tapas
coleslaw,chicken_salad
clam_chowder,kimchi_jjigae
nachos,general_tso
chow_fun,fajita
bibimbap,hot_and_sour_soup
peking_duck,penne_arrabbiata
moussaka,bulgogi
creme_brulee,fried_chicken
guacamole,sushi
kimbap,pozole
bulgogi,mango_sticky_rice
takoyaki,banh_mi
udon,kimchi_jjigae
tabbouleh,samgyeopsal
tabbouleh,tteokbokki
creme_brulee,takoyaki
green_curry,ramen
ribs,steak
baklava,enchilada
coq_au_vin,raita
shawarma,ribs
ceviche,chile_relleno
red_curry,falafel
risotto,sashimi
nachos,tabbouleh
creme_brulee,risotto
kimbap,papaya_salad
fried_chicken,yakitori
escargot,donburi
korma,paneer_tikka
ratatouille,miso_soup
ceviche,gelato
dal,clam_chowder
pulled_pork,quesadilla
steak,dosa
pizza,kung_pao_chicken
tandoori_chicken,wonton_soup
dan_dan_noodles,panna_cotta
churros_spanish,panna_cotta
risotto,panna_cotta
peking_duck,hummus
dan_dan_noodles,miso_soup
pizza,falafel
japchae,korean_fried_chicken
tiramisu,samosa
ca_phe_sua_da,sashimi
char_siu,raita
churro,patatas_bravas
soup,okonomiyaki
dolma,bun_bo_hue
patatas_bravas,brownie
ribs,papaya_salad
pho,soup
gelato,chicken_sandwich
pasta_carbonara,fajita
tiramisu,dim_sum
ca_phe_sua_da,souffle
chile_relleno,yakitori
quiche,pozole
steak,papaya_salad
taco,kung_pao_chicken
sundubu_jjigae,caesar_salad
bulgogi,brownie
quiche,caesar_salad
dolma,waffle
peking_duck,crepe
patatas_bravas,miso_soup
churro,ribs
ceviche,chana_masala
sundubu_jjigae,xiao_long_bao
caprese,lo_mein
shawarma,baklava
tamale,spring_rolls
tempura,buffalo_wings
palak_paneer,char_siu
creme_brulee,katsu
tom_kha,waffle
moussaka,lasagna
elote,gelato
palak_paneer,paella
ribs,tikka_masala
baklava,kung_pao_chicken
fried_rice,lo_mein
osso_buco,enchilada
soup,congee
creme_brulee,xiao_long_bao
paneer_tikka,green_curry
massaman_curry,okonomiyaki
massaman_curry,onigiri
bun_bo_hue,burrito
satay,sweet_and_sour
pancake,okonomiyaki
larb,samosa
biryani,tiramisu
sweet_and_sour,pancake
bruschetta,souffle
vindaloo,pizza
bibimbap,burrito
papaya_salad,lo_mein
pasta_bolognese,red_curry
shawarma,quiche
ca_phe_sua_da,sweet_and_sour
cheesecake,green_curry
elote,takoyaki
bulgogi,ramen
peking_duck,xiao_long_bao
fresh_spring_roll,chow_mein
gyro,buffalo_wings
tapas,minestrone
tandoori_chicken,orange_chicken
sundubu_jjigae,cheesecake
dal,bibimbap
quesadilla,scallion_pancake
tabbouleh,pizza
churros_spanish,bulgogi
beef_bourguignon,kimbap
lobster_roll,raita
gazpacho,minestrone
chana_masala,caesar_salad
katsu,okonomiyaki
nachos,coleslaw
kebab,brownie
creme_brulee,kebab
tiramisu,sweet_and_sour
osso_buco,panna_cotta
guacamole,pozole
red_curry,pozole
lasagna,tamale
fried_rice,yakitori
red_curry,club_sandwich
fresh_spring_roll,enchilada
elote,peking_duck
brisket,mapo_tofu
japchae,club_sandwich
churros_spanish,ramen
churro,risotto
com_tam,pozole
gnocchi,miso_soup
samosa,char_siu
crepe,chow_fun
tikka_masala,spring_rolls
thai_iced_tea,green_curry
sweet_and_sour,pizza_margherita
bun_bo_hue,brownie
general_tso,falafel
pad_thai,dosa
caesar_salad,chow_mein
onigiri,quiche
samosa,raita
spring_rolls,sushi
chile_relleno,banh_mi
taco,tteokbokki
gyro,char_siu
kebab,cheesecake
biryani,takoyaki
shawarma,lasagna
nachos,ribs
lobster_roll,satay
teriyaki,hot_and_sour_soup
japchae,pizza
edamame,bibimbap
creme_brulee,bun_bo_hue
kimbap,coleslaw
dim_sum,tandoori_chicken
waffle,chicken_sandwich
french_onion_soup,caesar_salad
baklava,pizza_margherita
scallion_pancake,samosa
ceviche,kimbap
french_fries,wonton_soup
kimbap,steak
mango_sticky_rice,taco
gyro,kimchi_jjigae
french_fries,tom_kha
tiramisu,buffalo_wings
ravioli,chicken_salad
tamale,takoyaki
escargot,raita
satay,chow_fun
baklava,dosa
mango_sticky_rice,scallion_pancake
fresh_spring_roll,french_fries
dolma,tikka_masala
churro,japchae
pho,kimbap
sashimi,bibimbap
pulled_pork,tteokbokki
enchilada,caesar_salad
tempura,chana_masala
pizza,lasagna
dal,dolma
brisket,kimchi_jjigae
takoyaki,shawarma
sashimi,soup
bruschetta,pizza_margherita
tapas,tom_kha
nachos,yakitori
com_tam,dosa
pad_see_ew,pasta_bolognese
churro,hamburger
guacamole,dosa
shawarma,miso_soup
minestrone,yakitori
tabbouleh,wonton_soup
palak_paneer,mac_and_cheese
samosa,chow_mein
ribs,xiao_long_bao
banh_mi,fish_and_chips
mac_and_cheese,patatas_bravas
general_tso,chow_mein
nachos,vindaloo
paneer_tikka,risotto
hummus,fried_chicken
clam_chowder,yakitori
enchilada,lo_mein
udon,fried_rice
korean_fried_chicken,bun_cha
com_tam,congee
larb,okonomiyaki
mapo_tofu,dosa
scallion_pancake,green_curry
dan_dan_noodles,scallion_pancake
french_onion_soup,tikka_masala
paella,pasta_bolognese
escargot,ratatouille
ice_cream,pozole
ca_phe_sua_da,panna_cotta
coq_au_vin,ravioli
pizza,tikka_masala
penne_arrabbiata,pizza
paella,general_tso
creme_brulee,pozole
clam_chowder,taco
paella,bun_cha
baklava,chow_fun
beef_bourguignon,falafel
french_fries,raita
ca_phe_sua_da,waffle
baklava,char_siu
vindaloo,ravioli
palak_paneer,hot_and_sour_soup
pasta_bolognese,pancake
crepe,sundubu_jjigae
ceviche,moussaka
tapas,lo_mein
korma,lo_mein
beef_bourguignon,mango_sticky_rice
lasagna,mapo_tofu
takoyaki,dumplings
biryani,spring_rolls
fried_rice,ratatouille
vindaloo,caprese
bulgogi,pulled_pork
tempura,udon
caprese,wonton_soup
mapo_tofu,hot_and_sour_soup
crepe,fresh_spring_roll
xiao_long_bao,pad_thai
pad_thai,green_curry
sushi,lo_mein
dim_sum,minestrone
ca_phe_sua_da,creme_brulee
souffle,chicken_sandwich
churros_spanish,sushi
butter_chicken,paella
pad_thai,chana_masala
caprese,pita
bun_cha,dim_sum
palak_paneer,nachos
clam_chowder,paneer_tikka
churro,pozole
dal,pho
dolma,mac_and_cheese
kimbap,buffalo_wings
ramen,korean_fried_chicken
banh_mi,ratatouille
massaman_curry,biryani
banh_mi,dosa
chow_fun,pozole
souffle,tikka_masala
tamale,kimchi
takoyaki,fried_rice
creme_brulee,moussaka
souffle,orange_chicken
okonomiyaki,chicken_sandwich
chow_fun,yakitori
katsu,pasta_carbonara
biryani,tamale
paella,ribs
dumplings,spring_rolls
risotto,kimchi
mac_and_cheese,samgyeopsal
katsu,ratatouille
com_tam,lasagna
grilled_cheese,bibimbap
ice_cream,kung_pao_chicken
churros_spanish,hummus
general_tso,pizza_margherita
tom_yum,pulled_pork
xiao_long_bao,tom_yum
osso_buco,larb
japchae,enchilada
tikka_masala,char_siu
shawarma,tempura
dumplings,chicken_sandwich
pozole,fajita
patatas_bravas,shawarma
pad_thai,tteokbokki
xiao_long_bao,caprese
gelato,kimchi_jjigae
hummus,coq_au_vin
osso_buco,paella
ravioli,dosa
mapo_tofu,dolma
lo_mein,burrito
katsu,burrito
dan_dan_noodles,chile_relleno
baba_ganoush,ratatouille
gelato,thai_iced_tea
pulled_pork,tandoori_chicken
patatas_bravas,tandoori_chicken
souffle,satay
biryani,waffle
pasta_carbonara,naan
mac_and_cheese,hot_and_sour_soup
general_tso,cornbread
dosa,bun_bo_hue
kebab,chow_mein
tom_yum,takoyaki
chow_fun,naan
satay,pho
larb,tteokbokki
panna_cotta,brownie
churros_spanish,bun_bo_hue
brisket,ratatouille
sashimi,orange_chicken
kimchi_jjigae,chicken_sandwich
pancake,tiramisu
pozole,bibimbap
panna_cotta,buffalo_wings
mapo_tofu,enchilada
baba_ganoush,french_fries
bibimbap,dosa
pulled_pork,fried_chicken
mac_and_cheese,mango_sticky_rice
nachos,patatas_bravas
char_siu,udon
moussaka,fajita
gnocchi,pulled_pork
red_curry,soup
chana_masala,fried_rice
gelato,ribs
taco,onigiri
french_onion_soup,pancake
xiao_long_bao,samgyeopsal
vindaloo,baklava
escargot,spanakopita
general_tso,spanakopita
dim_sum,chicken_sandwich
raita,quesadilla
char_siu,souffle
panna_cotta,dim_sum
tteokbokki,orange_chicken
ice_cream,okonomiyaki
dal,french_fries
raita,brownie
mapo_tofu,pad_thai
paneer_tikka,orange_chicken
miso_soup,ramen
patatas_bravas,fried_chicken
tteokbokki,wonton_soup
peking_duck,baklava
ribs,brisket
ceviche,pad_thai
bulgogi,tandoori_chicken
osso_buco,orange_chicken
pho,hummus
bulgogi,korean_fried_chicken
tom_yum,chow_fun
coq_au_vin,croissant
raita,miso_soup
ceviche,orange_chicken
crepe,donburi
grilled_cheese,banh_mi
tamale,wonton_soup
xiao_long_bao,pita
fresh_spring_roll,brownie
tandoori_chicken,ratatouille
tamale,donburi
panna_cotta,biryani
beef_bourguignon,gelato
paneer_tikka,udon
tikka_masala,green_curry
dan_dan_noodles,souffle
tandoori_chicken,caesar_salad
xiao_long_bao,wonton_soup
buffalo_wings,dosa
sundubu_jjigae,tempura
naan,hamburger
tom_yum,brownie
club_sandwich,tteokbokki
chow_fun,wonton_soup
grilled_cheese,takoyaki
paneer_tikka,fried_rice
larb,tapas
tom_kha,ratatouille
fresh_spring_roll,samosa
ceviche,pizza_margherita
katsu,pad_thai
churro,tikka_masala
tiramisu,bun_cha
thai_iced_tea,hamburger
creme_brulee,enchilada
baklava,sweet_and_sour
mapo_tofu,pozole
dumplings,pasta_bolognese
chile_relleno,ravioli
bibimbap,kung_pao_chicken
churro,samosa
ice_cream,kimchi_jjigae
pita,burrito
chile_relleno,onigiri
bun_bo_hue,fried_chicken
lasagna,ravioli
pad_see_ew,spanakopita
banh_mi,spanakopita
xiao_long_bao,hummus
moussaka,bruschetta
korma,buffalo_wings
clam_chowder,dan_dan_noodles
pho,korma
char_siu,cornbread
onigiri,tabbouleh
nachos,pulled_pork
gnocchi,french_onion_soup
bulgogi,gazpacho
samosa,bun_cha
papaya_salad,dim_sum
baba_ganoush,croissant
elote,tom_yum
japchae,naan
shawarma,cornbread
gnocchi,patatas_bravas
bulgogi,fajita
lobster_roll,cheesecake
gyro,pozole
osso_buco,edamame
kimbap,fajita
massaman_curry,general_tso
ceviche,korma
tiramisu,chana_masala
tamale,club_sandwich
ribs,crepe
pizza,pizza_margherita
tandoori_chicken,french_fries
mango_sticky_rice,cheesecake
samgyeopsal,tandoori_chicken
dumplings,bun_cha
french_onion_soup,coleslaw
ca_phe_sua_da,tamale
cornbread,chow_mein
paella,moussaka
tom_yum,falafel
tikka_masala,lo_mein
ribs,moussaka
ribs,ramen
spring_rolls,samosa
paella,fajita
papaya_salad,kimchi_jjigae
mango_sticky_rice,mapo_tofu
edamame,burrito
edamame,samgyeopsal
bruschetta,spanakopita
satay,udon
paneer_tikka,char_siu
mango_sticky_rice,kebab
hamburger,chicken_sandwich
minestrone,donburi
butter_chicken,tteokbokki
naan,buffalo_wings
butter_chicken,korean_fried_chicken
scallion_pancake,french_onion_soup
kimchi_jjigae,donburi
japchae,orange_chicken
guacamole,donburi
elote,korma
tom_kha,onigiri
ca_phe_sua_da,crepe
penne_arrabbiata,takoyaki
green_curry,orange_chicken
tamale,caprese
onigiri,chicken_salad
escargot,pizza_margherita
yakitori,chicken_sandwich
bulgogi,thai_iced_tea
massaman_curry,coq_au_vin
bun_bo_hue,thai_iced_tea
churros_spanish,mac_and_cheese
minestrone,korean_fried_chicken
ceviche,samosa
tiramisu,baklava
sundubu_jjigae,baba_ganoush
tabbouleh,waffle
hot_and_sour_soup,fajita
kebab,pad_thai
teriyaki,caesar_salad
crepe,panna_cotta
beef_bourguignon,fish_and_chips
cheesecake,ratatouille
nachos,xiao_long_bao
pho,green_curry
ice_cream,minestrone
fried_rice,donburi
patatas_bravas,kimchi
udon,pancake
baklava,tikka_masala
korma,udon
scallion_pancake,dosa
satay,congee
beef_bourguignon,pita
hummus,wonton_soup
shawarma,fried_chicken
churro,fried_chicken
churros_spanish,club_sandwich
clam_chowder,pasta_carbonara
baba_ganoush,coleslaw
tom_yum,crepe
cheesecake,takoyaki
mapo_tofu,raita
bruschetta,chicken_salad
butter_chicken,naan
spring_rolls,cheesecake
shawarma,steak
baba_ganoush,bruschetta
tom_kha,brownie
dal,tom_yum
mango_sticky_rice,dal
kimbap,croissant
general_tso,steak
tamale,pasta_carbonara
caprese,falafel
tapas,general_tso
dumplings,korma
clam_chowder,tandoori_chicken
lobster_roll,bulgogi
coq_au_vin,lasagna
burrito,coleslaw
pulled_pork,wonton_soup
taco,cheesecake
steak,patatas_bravas
penne_arrabbiata,brownie
steak,pita
katsu,kimchi_jjigae
buffalo_wings,orange_chicken
udon,orange_chicken
bulgogi,shawarma
dal,churros_spanish
kung_pao_chicken,waffle
chile_relleno,tandoori_chicken
thai_iced_tea,fried_chicken
soup,ratatouille
biryani,creme_brulee
moussaka,korma
butter_chicken,ribs
ceviche,naan
larb,shawarma
japchae,chile_relleno
lasagna,fresh_spring_roll
nachos,dosa
dan_dan_noodles,french_onion_soup
quesadilla,dumplings
gelato,quiche
baklava,souffle
korma,biryani
butter_chicken,clam_chowder
tom_yum,chile_relleno
hummus,osso_buco
gelato,naan
gyro,chile_relleno
mango_sticky_rice,pizza
banh_mi,chow_mein
palak_paneer,club_sandwich
gyro,fajita
cheesecake,guacamole
gnocchi,general_tso
paella,ravioli
baba_ganoush,paella
shawarma,tom_yum
sundubu_jjigae,spring_rolls
sundubu_jjigae,orange_chicken
butter_chicken,gelato
dal,papaya_salad
souffle,cheesecake
spring_rolls,pho
pho,bun_cha
club_sandwich,ramen
sundubu_jjigae,cornbread
paneer_tikka,red_curry
churro,dim_sum
shawarma,ramen
katsu,chow_mein
patatas_bravas,pita
palak_paneer,souffle
samgyeopsal,hamburger
pho,patatas_bravas
lobster_roll,fried_rice
lobster_roll,fresh_spring_roll
gyro,palak_paneer
bun_bo_hue,hot_and_sour_soup
peking_duck,bruschetta
pizza,moussaka
wonton_soup,fajita
chile_relleno,club_sandwich
ca_phe_sua_da,club_sandwich
french_onion_soup,naan
beef_bourguignon,xiao_long_bao
osso_buco,chow_mein
okonomiyaki,souffle
elote,japchae
massaman_curry,ice_cream
quiche,baklava
club_sandwich,korean_fried_chicken
samgyeopsal,kimchi
minestrone,pozole
katsu,pozole
moussaka,quiche
buffalo_wings,ice_cream
ice_cream,pizza
risotto,pancake
chana_masala,bruschetta
patatas_bravas,sweet_and_sour
risotto,lasagna
lobster_roll,cornbread
tempura,biryani
baba_ganoush,raita
wonton_soup,burrito
osso_buco,quiche
ca_phe_sua_da,hot_and_sour_soup
penne_arrabbiata,guacamole
mapo_tofu,fried_rice
chile_relleno,tabbouleh
bun_cha,tempura
shawarma,sashimi
enchilada,french_fries
churros_spanish,kimbap
red_curry,dolma
coq_au_vin,sushi
japchae,thai_iced_tea
bibimbap,kimchi
quesadilla,burrito
ca_phe_sua_da,dolma
bibimbap,bun_cha
scallion_pancake,hamburger
brisket,ramen
gazpacho,bibimbap
larb,souffle
enchilada,pancake
baklava,hummus
lasagna,naan
baklava,steak
thai_iced_tea,osso_buco
pho,sweet_and_sour
croissant,caesar_salad
palak_paneer,chana_masala
pulled_pork,chicken_sandwich
ceviche,gnocchi
lobster_roll,congee
palak_paneer,enchilada
kebab,tiramisu
dan_dan_noodles,satay
samosa,coq_au_vin
banh_mi,wonton_soup
gelato,pancake
gazpacho,papaya_salad
risotto,baklava
bulgogi,hot_and_sour_soup
nachos,moussaka
paella,croissant
french_onion_soup,penne_arrabbiata
sweet_and_sour,lasagna
pad_thai,pasta_carbonara
moussaka,baba_ganoush
escargot,soup
spanakopita,tandoori_chicken
ribs,banh_mi
wonton_soup,samgyeopsal
croissant,japchae
shawarma,congee
kebab,patatas_bravas
hummus,club_sandwich
udon,kimchi
dumplings,soup
palak_paneer,dal
steak,congee
dim_sum,kung_pao_chicken
general_tso,raita
churro,paella
cornbread,congee
gazpacho,palak_paneer
tandoori_chicken,buffalo_wings
kimbap,waffle
udon,spanakopita
mac_and_cheese,okonomiyaki
spring_rolls,korean_fried_chicken
brisket,tempura
bibimbap,naan
hummus,falafel
korma,brisket
edamame,cornbread
gazpacho,souffle
pulled_pork,spring_rolls
teriyaki,chicken_sandwich
wonton_soup,buffalo_wings
bun_cha,dosa
sundubu_jjigae,larb
paneer_tikka,souffle
tom_yum,kimchi_jjigae
lasagna,french_fries
takoyaki,chicken_sandwich
hot_and_sour_soup,french_fries
spring_rolls,sweet_and_sour
panna_cotta,congee
pasta_bolognese,coleslaw
french_onion_soup,patatas_bravas
kimbap,spring_rolls
xiao_long_bao,tamale
steak,bun_cha
churros_spanish,nachos
thai_iced_tea,pozole
thai_iced_tea,samgyeopsal
tabbouleh,green_curry
patatas_bravas,waffle
tiramisu,green_curry
vindaloo,chicken_sandwich
crepe,tteokbokki
chow_fun,sushi
kebab,chicken_sandwich
ravioli,dolma
paneer_tikka,onigiri
onigiri,minestrone
french_onion_soup,chow_fun
nachos,taco
quiche,dim_sum
tamale,tempura
moussaka,katsu
scallion_pancake,fried_rice
beef_bourguignon,okonomiyaki
japchae,baba_ganoush
patatas_bravas,enchilada
sundubu_jjigae,sashimi
chile_relleno,pita
palak_paneer,raita
pho,brownie
sweet_and_sour,tandoori_chicken
beef_bourguignon,risotto
grilled_cheese,ramen
samosa,fried_chicken
brisket,penne_arrabbiata
pasta_bolognese,moussaka
bruschetta,dosa
mac_and_cheese,chicken_sandwich
tamale,fried_chicken
waffle,minestrone
com_tam,fresh_spring_roll
bulgogi,churro
xiao_long_bao,teriyaki
gelato,massaman_curry
palak_paneer,kimchi_jjigae
hummus,sweet_and_sour
elote,beef_bourguignon
xiao_long_bao,spring_rolls
mapo_tofu,nachos
pizza,chicken_salad
escargot,sashimi
ravioli,dim_sum
baba_ganoush,hot_and_sour_soup
french_onion_soup,panna_cotta
ice_cream,pasta_carbonara
hummus,french_fries
ribs,bun_cha
dal,korean_fried_chicken
elote,tabbouleh
shawarma,biryani
tom_yum,chana_masala
com_tam,okonomiyaki
risotto,sushi
samosa,banh_mi
larb,fried_rice
osso_buco,char_siu
chile_relleno,orange_chicken
souffle,samgyeopsal
congee,fish_and_chips
wonton_soup,sweet_and_sour
caprese,kung_pao_chicken
xiao_long_bao,kebab
bulgogi,miso_soup
guacamole,chow_fun
pizza,french_fries
creme_brulee,fried_rice
scallion_pancake,tteokbokki
kimbap,congee
ceviche,buffalo_wings
raita,congee
tapas,sashimi
crepe,pad_see_ew
butter_chicken,dim_sum
french_onion_soup,risotto
quesadilla,caesar_salad
souffle,enchilada
tempura,pasta_carbonara
panna_cotta,udon
papaya_salad,dosa
sashimi,chicken_salad
japchae,cheesecake
nachos,caprese
dolma,sweet_and_sour
clam_chowder,chicken_salad
coq_au_vin,okonomiyaki
chile_relleno,ice_cream
bibimbap,chicken_salad
takoyaki,chow_mein
gelato,burrito
penne_arrabbiata,papaya_salad
spring_rolls,cornbread
pasta_bolognese,enchilada
bibimbap,chicken_sandwich
tempura,gyro
pad_thai,ratatouille
ca_phe_sua_da,fresh_spring_roll
gelato,hot_and_sour_soup
dal,beef_bourguignon
quiche,papaya_salad
ceviche,churros_spanish
dan_dan_noodles,kimbap
dolma,french_fries
biryani,red_curry
creme_brulee,cornbread
tom_yum,okonomiyaki
massaman_curry,fresh_spring_roll
shawarma,cheesecake
ca_phe_sua_da,vindaloo
ribs,pizza_margherita
pizza,chow_fun
udon,brownie
brownie,soup
ice_cream,pita
paella,okonomiyaki
fresh_spring_roll,kimchi_jjigae
ribs,bun_bo_hue
tiramisu,fish_and_chips
quesadilla,palak_paneer
enchilada,chow_fun
biryani,club_sandwich
fried_rice,ramen
sashimi,kung_pao_chicken
taco,yakitori
croissant,korean_fried_chicken
coq_au_vin,pho
tamale,soup
coq_au_vin,palak_paneer
japchae,ratatouille
ceviche,sweet_and_sour
wonton_soup,korean_fried_chicken
tteokbokki,lo_mein
panna_cotta,raita
mac_and_cheese,bruschetta
hummus,kimchi_jjigae
french_onion_soup,tandoori_chicken
creme_brulee,paneer_tikka
red_curry,samosa
korean_fried_chicken,kimchi_jjigae
chana_masala,minestrone
mango_sticky_rice,papaya_salad
edamame,wonton_soup
panna_cotta,korma
baklava,okonomiyaki
quesadilla,takoyaki
pulled_pork,chow_fun
caprese,teriyaki
lobster_roll,chow_mein
papaya_salad,hamburger
udon,croissant
spring_rolls,chow_fun
pad_thai,thai_iced_tea
pulled_pork,sashimi
japchae,onigiri
paneer_tikka,dolma
gelato,fajita
samgyeopsal,naan
baklava,lobster_roll
scallion_pancake,kebab
banh_mi,pasta_carbonara
cornbread,chow_fun
pad_see_ew,mac_and_cheese
ceviche,ravioli
french_onion_soup,gyro
cornbread,caprese
beef_bourguignon,ratatouille
tapas,sweet_and_sour
grilled_cheese,fajita
pad_see_ew,gyro
